_id,user_name,user_be_agreed,user_be_thanked,user_followees,user_followers,user_education_school,user_education_subject,user_employment,user_employment_extra,user_location,user_gender,user_info,user_intro
ObjectId(57cc17075b5ef00bd215bc11),Xylitogum,14651,2599,88,1185,东北大学（Northeastern University）,计算机与游戏设计,Xylitol独立游戏工作室,Founder,波士顿,male,,"

本科在读 | 2018年毕业  | 游戏设计 | ENTP |【独立作坊筹备中】 | 致力于消灭中国电子垃圾制造业."
ObjectId(57cc17095b5ef00bd215bc12),Mo enen,12,2,1,4,,,,,,male,,
ObjectId(57cc170c5b5ef00bd215bc13),康托耶夫,4944,1135,1050,5064,,,,,,male,,"

"
ObjectId(57cc170e5b5ef00bd215bc14),hzsrq,103,26,47,47,,,,,杭州,male,,"

只看热闹，从不提问！

"
ObjectId(57cc17115b5ef00bd215bc15),王滕昊,763,245,57,799,卡内基梅隆大学 (Carnegie Mellon University),entertainment technology,动视暴雪（Activision Blizzard）,Technical Artist,加利福尼亚,male,,"

个人主页："
ObjectId(57cc17135b5ef00bd215bc16),王硕,10693,2480,55,13970,麻省理工学院 (MIT),机械工程,Aeris Cleantec AG,CTO,北京,female,,"

大一时被校车压过，胳膊差点被碾断，这场车祸激发了我对机械的兴趣，立志创造出改变人类生活质量的机器人，从小型部件到大型骨骼，从实践理论到人工智能，经过MIT的四年摧残后，又毅然决然申請到了Media Lab读研究生，师从Hugh Herr，毕业后回北京创业.

"
ObjectId(57cc17155b5ef00bd215bc17),李恒,2924,529,1884,941,复旦大学,,Zemax,optical engineer,Rochester,male,,"

私信问问题的，要么给钱，要么客气点。

"
ObjectId(57cc17185b5ef00bd215bc18),酥炸小黄魚,6681,979,324,2701,,,,,冥王星,male,,"

一直滥捕滥捞，从来没有良心

"
ObjectId(57cc171a5b5ef00bd215bc19),舒克,0,0,224,5,,,,,,female,,
ObjectId(57cc171b5b5ef00bd215bc1a),赵轩,434,96,3,31,,微电子学,,,,male,,"

CHINA（民族） // Keep Silence and Make Fortune（民权） // t→＋∞, society(t)→COMMUNIST SOCIETY（民生）"
ObjectId(57cc171e5b5ef00bd215bc1b),晓风主页君,846,419,2278,969,南京大学,,,,南京,male,,"

见人思己

"
ObjectId(57cc17205b5ef00bd215bc1c),Vincent Fu,70210,14959,25,12745,剑桥大学,,,,英国,male,,"

大家好，我是红松鼠～

"
ObjectId(57cc17235b5ef00bd215bc1d),含章,13169,3048,189,4372,华东师范大学,人力资源管理专业,,,美国加州,female,,"

虽不善书，而笔砚不可不精；虽不业医，而验方不可不存

"
ObjectId(57cc17255b5ef00bd215bc1e),李斯特,26623,3072,50,8312,,,,,北京,male,,"

品质生活用品指南

"
ObjectId(57cc17275b5ef00bd215bc1f),张惟一Sean Zhang,1703,371,29,740,南加州大学（USC）,工商管理硕士（MBA）,啤话,主持,洛杉矶,male,,"

世上就没有坏酒这一说，只不过有的酒比其他好喝而已。

"
ObjectId(57cc17295b5ef00bd215bc20),螂王,1513,468,47,2131,,,,,,male,,
ObjectId(57cc172b5b5ef00bd215bc21),光头,8,2,6,56,,,,,武汉,male,,
ObjectId(57cc172d5b5ef00bd215bc22),东子,61,20,11,53,,,啤酒圈,掌柜的,北京,male,,"

新浪微博："
ObjectId(57cc17345b5ef00bd215bc23),刘典,3973,912,379,1827,长春工业大学,计算机科学与技术专业学生,,,北京,male,,
ObjectId(57cc17365b5ef00bd215bc24),七月,606,155,1682,1022,帝国魔法学校,符文编制,帝国魔法学校,见习魔法师,北京,male,,"

不太答题了。有时会写评论。wechat: gkwnjpajtmwjp

"
ObjectId(57cc17395b5ef00bd215bc25),玟清,1400,367,304,464,,,,,,male,,"

"
ObjectId(57cc173a5b5ef00bd215bc26),王华,306,73,1,315,,,,,,male,,
ObjectId(57cc173c5b5ef00bd215bc27),刘琳媛,338,65,2,471,巴黎高等师范学院,数学,,,巴黎（Paris）,female,,
ObjectId(57cc173e5b5ef00bd215bc28),许莉,18,4,0,31,,,,,,male,,
ObjectId(57cc17405b5ef00bd215bc29),hdttyson,72,15,3,53,,,,,,male,,
ObjectId(57cc17435b5ef00bd215bc2a),SysyCode,42576,12053,10,24226,,,,,北京,female,,"

有人说我写的艺术像小学生作文。那就对啦。我们大多数人从 5 岁开始识字算数，但至今艺术学习还是零基础。所有关于艺术的基本道理维基百科上其实都有啦。在这基础上，我尝试用一些方式唤起你在生活中的某种感觉，从小时候的好奇与疑问，到成长中的学习与「呀原来是这样」，逐步去体会有关审美的过程。我想这是欣赏艺术的最好方式吧：从生活中找到与艺术的共鸣，再通过艺术的思维（审美）提升生活品质与自我，在你的所见中，在你的言行与精神里，在能传承的基因里。

"
ObjectId(57cc17455b5ef00bd215bc2b),韩冲,16902,2862,59,15043,中国传媒大学,,记者,,耶路撒冷,male,,"

西二铺乡韩岭村村民。爱和逗逼聊人生。摄影微信公众号：hanchongphoto。

"
ObjectId(57cc17475b5ef00bd215bc2c),李一毛,82,11,2,10,中国传媒大学,广播电视新闻学,《摄影旅游》杂志,,北京,female,,"

微博@李一毛虫

"
ObjectId(57cc17495b5ef00bd215bc2d),纯洁懒,6103,1572,6,1054,,,,,,male,,"

你们先答着，不行了我再上

"
ObjectId(57cc174b5b5ef00bd215bc2e),海绵小愤,0,0,16,1,大学没毕业,,,,北京,male,,"

还没活明白

"
ObjectId(57cc174d5b5ef00bd215bc2f),继续者张,67699,17468,57,78041,首都师范大学,,战术格斗体系训练专家,体能、体型、康复训练专家,北京,male,,"

微信公众号：teacherzhangfu。大家问的很多健身或格斗的细节问题，解决方案尽在微信公众号中逐步发布。 著有著作： 1、《实战以色列防身术》（亚太地区第一本krav maga全攻防技术与训练方法著作，市面上格斗训练技术最丰富的格斗专业书籍，解放军出版社长虹出版公司出版）； 2、《终结膝痛》（膝关节康复训练与防伤训练著作，增加膝关节寿命，扩充你的训练动作库，江苏凤凰科技出版社） 3、百度出品图书《那些年我们一起信过的谣言——健身塑形篇》； 综合力量、体能、体型训练专家（指导国家队奥运运动员专项体能训练与康复训练），膝关节康复研究者，资深健身杂志专栏作家，与多家媒体有合作。头像系本人。 特警总队教授过警用抓捕与战术格斗，中国人民解放军某部特勤突击队教授军事格斗、战术格斗与格斗专项力量与体能训练，北京军区某特种警侦部队教授过反恐格斗、巷战战术与军事力量与体能训练。我已委托“维权骑士”（"
ObjectId(57cc174f5b5ef00bd215bc30),杨枫,25273,4919,32,2890,,,Famnotes,Founder,加利福尼亚,male,,"

微信公众号“生活在美国”"
ObjectId(57cc17525b5ef00bd215bc31),Jeffrey,624,137,28,2104,,,,,,male,,
ObjectId(57cc17545b5ef00bd215bc32),徐易容,209,55,13,16276,,,,,,male,,
ObjectId(57cc17575b5ef00bd215bc33),边江,3428,661,742,46809,,,,,,male,,
ObjectId(57cc17595b5ef00bd215bc34),齐云飞,1795,459,127,1007,中国人民大学,新闻,米柚（MIUI）,产品经理,北京,male,,"

整理控，喜欢整理各种资料。

"
ObjectId(57cc175b5b5ef00bd215bc35),张乃斌,0,0,4,3,,,,,,male,,
ObjectId(57cd67b25b5ef00b00410226),莫名,60,13,168,18,武汉大学,软件工程,,,武汉,male,,"



"
ObjectId(57cd67b45b5ef00b00410227),查无此人,1052,336,193,425,,,,,,male,,"

本人耻于和某些要拿其他人类做人体实验还有鼓吹希拉里比希特勒还要坏的人同为人类，所以随便你们认为我是什么，我不关心。无限期退出知乎这个法西斯的温床。

"
ObjectId(57cd67b65b5ef00b00410228),青嵐,103443,25569,1123,51754,,,,程序员+产品经理一体,北京,male,,"

私人微信开放：mason986，欢迎有独立思维的人及有故事的人，加时请注明知乎ID，职业。      前中式连锁餐饮老板，建筑承包商，煤贩子，天朝社会怪诞现象深度思考分析者，丛林社会冒险家，现北漂互联网人。本人已委托维权骑士（"
ObjectId(57cd67b85b5ef00b00410229),秋原,13027,3201,2,6458,,,,,北京,male,,
ObjectId(57cd67bb5b5ef00b0041022a),马前卒,714720,144968,46,192701,同济大学,土木工程,老游戏挂机协会,帝国时代征服者-侦察马操作员,热河省平泉县,male,,"

历史从身边流过 梦想在远方闪光

"
ObjectId(57cd67bd5b5ef00b0041022b),苏莉安,354395,52093,61,131313,,,智能机器人,,北京,female,,"

"
ObjectId(57cd67bf5b5ef00b0041022c),Ivony,208396,35711,127,35459,,,,,深圳,male,,
ObjectId(57cd67c25b5ef00b0041022d),刘鑫,52365,7903,501,21321,兰州大学,数理统计,珠海云游道科技有限责任公司,CTO,珠海,male,,"

云游道（Travel Tao）CTO。Dwarf Artisan(矮人工匠)创始人。挖坑不填党党魁。Python Tutorial 译者，冷技术控，过度设计患者。萝莉控什么的最讨厌了，人家才不是

"
ObjectId(57cd67c45b5ef00b0041022e),陈睿,28617,5258,48,17660,,,bilibili,董事长,上海,male,,"

bilibili（哔哩哔哩）董事长

"
ObjectId(57cd67c65b5ef00b0041022f),Relax,8346,1178,134,313,浙江大学,数字媒体技术,,,杭州,female,,"

暂时离开，专心学习和绘画。"
ObjectId(57cd67c95b5ef00b00410230),魏嘉毅,17308,5103,230,50126,复旦大学,公共行政,,,上海,male,,"

开了个订阅号“好戏”（haoxi2014），网站"
ObjectId(57cd67cb5b5ef00b00410231),小酱桶,3552,1427,164,3918,北京大学,电影,Airbnb,Photography Operations,北京,female,,"

上不能登大雅之堂，下不能混市井流氓

"
ObjectId(57cd67cd5b5ef00b00410232),橘玄雅,13225,3873,31,9688,,,,,北京,male,,"

一只围观的橘子

"
ObjectId(57cd67d05b5ef00b00410233),polyhedron,3244,815,52,5806,清華大學,生物,復旦大學現代人類學教育部重點實驗室,博士後,上海,male,,"

《中古漢語語音教程》視頻（未完成）作者 "
ObjectId(57cd67d25b5ef00b00410234),田渊栋,28350,2500,73,39146,卡耐基梅隆大学,机器人,Facebook,人工智能研究所,美国,male,,
ObjectId(57cd67d45b5ef00b00410235),孔嘉明,352,99,126,501,Columbia University,,,,纽约,male,,
ObjectId(57cd67d75b5ef00b00410236),楠爷,124330,26748,706,112573,电子科技大学,,某上市公司,卖鱼丸的老司机,南京,male,,"

忙

"
ObjectId(57cd67d85b5ef00b00410237),edison chan,0,0,1,81,幼儿园,捣蛋,艾维硕科技,技术行销经理,,male,,
ObjectId(57cd67db5b5ef00b00410238),魏喵侠,35436,7745,254,14180,江苏大学,电气工程及其自动化专业,小米互娱,客户服务,北京,male,,"

我已委托“维权骑士”（"
ObjectId(57cd67de5b5ef00b00410239),Shen Homer,140196,23091,265,20790,,,墨尔本赛马俱乐部,,澳大利亚,male,,"

大夫说我得的是低调癌，一天不装逼就会死。

"
ObjectId(57cd67e05b5ef00b0041023a),黑猫墨墨,70824,14088,667,9496,,,,,帝都,male,,"

放宽了心态再看知乎的种种也就释然了，有些用户对知乎是有感情的，爱的深沉，分别决裂的时候自然也足够撕心裂肺。我不必如此，因为知乎不是我的什么，我也不是知乎的什么。高兴就答一题，不爽就不答。之前用的是真名，因为那个时候大家都是实名注册，现在挂个真名感觉挺傻的，改了。

"
ObjectId(57cd67e25b5ef00b0041023b),陈兰香,132545,24816,49,45493,,,,,,female,,"

我来知乎，如同秀才上青楼，吟诗作对也只是为了乐呵乐呵，此生最恨“人民教师”几个字，基本说出这几个字就打算把人往祭坛摆了，在知乎我没收过学费，所以少来这套！

"
ObjectId(57cd67e55b5ef00b0041023c),银闪,64728,15026,134,14381,,,肾脏内科,小医生,北京,male,,"

本人授权“维权骑士”网站（"
ObjectId(57cd67e75b5ef00b0041023d),傻傻,24147,6625,31,10447,北京大学,临床医学,,,北京,female,,"

武大本科，北大硕博，欢迎校友前来认领！

"
ObjectId(57cd67e95b5ef00b0041023e),粒粒辛,33121,18543,301,12204,,,,,台湾,female,,"

（欢迎护肤美容穿衣搭配卖萌掉节操吹牛扯淡等约稿） 只有掌握在自己手里的命运，才是唯一可以信任的未来。除答题外，每日用知乎不超一小时。认真答题，经常删回答和匿名。邀请挑会的答，见谅。珍惜生命，留惜时间，爱惜自己。不约。

"
ObjectId(57cd67eb5b5ef00b0041023f),南山北,2,0,54,5,,,,,,female,,"

轮滑少女

"
ObjectId(57cd67ee5b5ef00b00410240),何老师,808,217,97,184,中国科学技术大学,应用数学,,,新加坡,male,,"

I am a current Ph.D student at Nanyang Technological University working on Theoretical Computer Science.

"
ObjectId(57cd67f05b5ef00b00410241),浮生未半,85167,15068,462,18732,,,,,,male,,"

暮觉乌巢鸟惊心"
ObjectId(57cd67f25b5ef00b00410242),莫克,1120,414,207,1017,北京交通大学,热能与动力工程,北京众益科技有限公司,总经理,北京,male,,"

耳朵树--听力医疗良心企业。都市妖奇谈里没写到的妖孽。此妖担任CEO。在此之前，从事著名的逆天职业——图书管理员……开过14家书店，很牛。

"
ObjectId(57cd67f45b5ef00b00410243),海岛山河,87,42,147,167,浙江中医药大学,听力障碍,,,杭州,male,,"

缘聚缘散

"
ObjectId(57cd67f65b5ef00b00410244),翟羽,16937,5677,125,3558,,,,,,male,,"

咨询不收费 / 不要发红包/ 我已委托“维权骑士”（"
ObjectId(57cd67f95b5ef00b00410245),韦昌明,11260,2145,1003,95357,,,,,北京,male,,"

任何关于 Live 的问题（功能使用、推荐讲者等等）都可以联系 live@zhihu.com

"
ObjectId(57cd67fa5b5ef00b00410246),洪晃,854,0,2,1129,Vassar College,,薄荷糯米葱专卖店,创始人,北京,female,,"

新帐号。

"
ObjectId(57cd67fd5b5ef00b00410247),周源,38316,9548,1853,739087,,,知乎,CEO,北京,male,,
ObjectId(57cd67ff5b5ef00b00410248),王子娇,628,0,125,232,复旦大学,,知乎,产品经理,北京,female,,
ObjectId(57cd68005b5ef00b00410249),星瀚律师,6,1,4,11,,,,,,male,,"

星瀚律师事务所总部位于上海，设有公司部、金融部、房产部、刑事部和涉外部，为国内外客户提供综合性的法律服务。我们的特色法律服务产品有：创业法律服务（含股权投融资及并购类服务）、影视文化法律服务、建筑设计相关法律服务、股权类商业诉讼、公司内部反舞弊以及公司利益被侵害后的处理、税务法律服务、融资租赁、涉韩及涉澳法律服务、私人律师服务。

"
ObjectId(57cd68035b5ef00b0041024a),卫新,3269,1032,137,15822,华东政法大学,投融资、商业诉讼、影视文化,上海星瀚律师事务所,主任,上海,male,,"

上海星瀚律师事务所主任律师

"
ObjectId(57cd68055b5ef00b0041024b),Francesc Saint,0,0,199,1728,复旦大学,法律,,,Shanghai,male,,"

嘿嘿嘿嘿

"
ObjectId(57cd68075b5ef00b0041024c),CheShirEK,2,1,10,8,复旦大学,,,,上海,female,,"

我注册验证码输了5次。★

"
ObjectId(57cd68095b5ef00b0041024d),蔡依凡,0,0,24,4,,,,,,female,,
ObjectId(57cd680e5b5ef00b0041024e),张佳玮,2553837,441469,79,1159088,,,,,,male,,
ObjectId(57cd68105b5ef00b0041024f),王恒彤,10987,3845,978,16148,,,南京燃动数字科技有限公司,,南京,male,,
ObjectId(57cd68135b5ef00b00410250),马子岷,186,32,479,126,广西工业职业技术学院,石油与化工生产技术,果多互动,铲屎,深圳市,male,,"

人格分裂丨互联网患者丨伪Stan丨强迫症丨Gunner丨我做错了什么丨逛er丨用户体验丨偷窥你上网丨本人纯属虚构如雷纯巧

"
ObjectId(57cd68155b5ef00b00410251),那竞丹,5,4,21,46,浙江传媒学院,电视艺术,奇点金融,市场负责人,北京,female,,"

奇点金融市场部负责人，前有赞市场总监

"
ObjectId(57cd68175b5ef00b00410252),地主老柴,0,0,21,6,,,,,,male,,
ObjectId(57cd681a5b5ef00b00410253),jackmei,0,0,43,13,,,,,义乌,male,,
ObjectId(57cd681c5b5ef00b00410254),Leon,5136,1837,34,21064,计算机科学与工程博士,,Renaissance,创始人,深圳,male,,"

人工智能底层研发，前摩根大通、对冲基金。微信 lichengang2011，加好友请注明知乎ID，也可关注微博 @李晨冈 和微信公众号“多了一个”。

"
ObjectId(57cd681e5b5ef00b00410255),刘念,294954,78447,531,259894,,,刘念约会教室,班长,武汉,male,,"

如需要我的恋爱指导，请加微信：2492527948"
ObjectId(57cd68205b5ef00b00410256),王劭禹,4824,1504,682,3522,同济大学,工业工程,伊莱克斯,精益变革代表,杭州,male,,"

公众号：劭禹精益研修室 "
ObjectId(57cd68235b5ef00b00410257),kingOne,15646,4425,20,4481,,,,,北京,male,,"

wechat no.：nixingdemeng

"
ObjectId(57cd68275b5ef00b00410258),Jing,20759,5325,307,25443,University of Toronto,Pharmacy,,临床药剂师,,female,,
ObjectId(57cd68295b5ef00b00410259),薬師丸,2504,753,53,1029,日本国立大学附属病院,薬剤部,,,南京,male,,"

Study in Japan；Intern in  WHO, Netherlands ； Already finished Residency.."
ObjectId(57cd682b5b5ef00b0041025a),王瑞恩,277507,50218,372,67114,清华大学,本科经济金融,Ramsey County Attorney's Office,,明尼苏达,male,,"

欢迎关注专栏：正义女神瞎了眼。您瞧怎么着？本人还真就授权“维权骑士”网站（"
ObjectId(57cd682e5b5ef00b0041025b),丁盐,30,17,86,37,宠物驯养师,,宠物医院,,第九区,female,,"

以玫瑰为枪

"
ObjectId(57cd68315b5ef00b0041025c),毓萱,4889,1010,18,1690,,,,,芝加哥（Chicago）,female,,"

The ultimate good desired is better reached by free trade in ideas [and] the best test of truth is the power of the thought to get itself accepted in the competition of the market.

"
ObjectId(57cd68335b5ef00b0041025d),晓凌,26619,5849,42,5167,,,,,北美,female,,"

吃货/人妻/法律喵/哲学渣/好奇心强/无一精通

"
ObjectId(57cd68365b5ef00b0041025e),JerrY,3944,728,201,794,吉林大学,,,,长春,male,,"

对世界极端的热爱、对正义极端的渴望、对生活不灭的激情三者共同支撑着我的理性。

"
ObjectId(57cd68385b5ef00b0041025f),汽车奇谈高小强,84836,27810,263,31290,,,,,广东省,male,,"

 欢迎在值乎向我提问"
ObjectId(57cd683a5b5ef00b00410260),MINI 中国,1681,554,30,5251,,,,,,male,,"

Hi，我们就是你知道的那个MINI。"
ObjectId(57cd683c5b5ef00b00410261),林奇,8,4,33,3408,,,,,,female,,
ObjectId(57cd683e5b5ef00b00410262),Joy Xu,6867,2879,45,33603,,,,,大连,female,,"

To cure sometimes, to relieve often, to comfort always.

"
ObjectId(57cd68405b5ef00b00410263),邓文博,84666,11921,1486,54609,,,交友产品,产品汪,深圳,male,,"

欢迎各位朋友们添加微信交流 36455129   ：-）

"
ObjectId(57cd68435b5ef00b00410264),Zack西西爸,49364,15407,235,20181,,,,,上海,male,,"

如需转载我的回答。请遵守以下规则："
ObjectId(57cd68455b5ef00b00410265),井鲤,8952,2206,199,5658,,建筑学,,,,male,,"

欢迎关注专栏：）                    "
